"Practice.code","Generic_statins","Proprietary_statins","pct_proprietary"
"A84032",11579,2608,0.183830267145979
"A84033",18910,5166,0.214570526665559
"A84034",19324,5264,0.214088173092565
"A84035",19995,7219,0.265267876828103
"A84036",89167,15515,0.148210771670392
"A84037",16975,2943,0.147755798774977
"A84038",21143,5363,0.202331547574134
"A84039",13174,4938,0.272636925795053
"A84040",17747,2754,0.134334910492171
"A84042",5691,1953,0.255494505494505
"A84043",45369,15756,0.257766871165644
"A84044",24998,5246,0.173455892077767
"A84045",14678,4489,0.234204622528304
"A84047",15448,3143,0.169060297993653
"A84048",31670,4413,0.1223013607516
"A84604",8092,1692,0.172935404742437
"A84609",3540,700,0.165094339622642
"A84613",5840,385,0.0618473895582329
"A84614",4852,738,0.132021466905188
"A84617",487,75,0.133451957295374
"A84618",4779,1000,0.173040318394186
"A84619",12449,2279,0.154739272134709
"A85001",21475,6764,0.239526895428308
"A85002",11879,3116,0.207802600866956
"A85003",26939,6512,0.194672804998356
"A85004",40415,7709,0.160190341617488
"A85005",32852,7689,0.189659850521694
"A85006",28364,7713,0.213792721124262
"A85007",19771,4460,0.184061739094548
"A85008",45589,11394,0.199954372356668
"A85009",22264,4866,0.179358643568006
"A85010",26064,6157,0.191086558455666
"A85011",30556,6734,0.18058460713328
"A85012",13063,3101,0.191846077703539
"A85013",21267,4613,0.178245749613601
"A85014",34085,7416,0.178694489289415
"A85015",9687,1862,0.161226080180102
"A85016",36243,9914,0.214788656108499
"A85017",14722,2681,0.154053898753089
"A85018",17136,3060,0.151515151515152
"A85019",26103,6179,0.19140697602379
"A85020",45714,12195,0.210589027612288
"A85021",10682,2025,0.159360982135831
"A85023",22515,6926,0.235250161339628
"A85024",13970,2278,0.140201870999508
"A85025",15810,4847,0.234642009972406
"A85026",16341,3995,0.196449645948072
"A85601",3952,1165,0.227672464334571
"A85605",12091,2861,0.191345639379347
"A85609",6930,1440,0.172043010752688
"A85611",19134,3864,0.168014609966084
"A85614",17930,6085,0.253383302102852
"A85616",11511,2920,0.202342180029104
"A85617",10158,1620,0.137544574630667
"A85620",11384,2240,0.164415736934821
"A85621",49,18,0.26865671641791
"A86003",48043,17409,0.265981177045774
"A86004",29567,7460,0.201474599616496
"A86005",18084,7024,0.279751473633902
"A86006",17324,4770,0.21589571829456
"A86007",3619,786,0.178433598183882
"A86008",32177,8348,0.205996298581123
"A86009",24834,6930,0.218171514922554
"A86010",20431,4373,0.176302209321077
"A86011",47521,14489,0.233655861957749
"A86012",26224,7486,0.222070602195194
"A86013",33494,7009,0.173048909957287
"A86015",12750,3307,0.205953789624463
"A86016",21774,5370,0.197833775419982
"A86017",31756,9914,0.237916966642669
"A86018",26305,5319,0.16819504174045
"A86020",5732,1028,0.15207100591716
"A86021",51895,13220,0.203025416570683
"A86022",21492,6509,0.232455983714867
"A86023",23446,5322,0.184997219132369
"A86024",16500,4675,0.220779220779221
"A86025",36588,8434,0.187330638354582
"A86026",29231,6494,0.181777466759972
"A86027",721,375,0.342153284671533
"A86028",9824,2944,0.230576441102757
"A86029",46326,12566,0.213373633091082
"A86030",33268,9783,0.227242108197254
"A86031",14693,3693,0.200859349505058
"A86033",10135,2294,0.184568348217878
"A86035",6873,2587,0.273467230443975
"A86036",17135,5246,0.234395245967562
"A86037",25009,7339,0.226876468406084
"A86038",29132,7621,0.207357222539657
"A86040",23052,4942,0.1765378295349
"A86041",21601,6126,0.220939878097162
"A86601",20635,8129,0.282610207203449
"A87002",30567,9397,0.235136622960665
"A87003",36438,11980,0.247428642240489
"A87004",49777,12492,0.20061346737542
"A87005",24150,7562,0.23845862764884
"A87006",15503,4593,0.228552945859873
"A87007",29819,9434,0.240338318090337
"A87008",16316,4509,0.216518607442977
"A87009",32716,15863,0.326540274604253
"A87011",15284,4551,0.229442903957651
"A87012",35033,11007,0.239074717636838
"A87013",27449,7970,0.225020469239674
"A87014",14971,4092,0.21465666474322
"A87015",25648,8377,0.246201322556943
"A87016",33239,11225,0.252451421374595
"A87017",29091,9141,0.239092906465788
"A87019",18026,4988,0.216737637959503
"A87020",18130,3050,0.144003777148253
"A87022",11381,2625,0.187419677281165
"A87023",17237,4865,0.220115826622025
"A87027",21247,4313,0.168740219092332
"A87029",19313,4845,0.200554681678947
"A87030",13960,4005,0.222933481770109
"A87600",10101,2499,0.198333333333333
"A87612",15842,4704,0.228949673902463
"A87615",7728,3188,0.292048369366068
"A88001",18872,4157,0.180511528941769
"A88002",32709,11730,0.26395733477351
"A88003",37325,9439,0.201843298263622
"A88004",16453,4956,0.231491428838339
"A88005",17851,5445,0.233731112637363
"A88006",17120,4020,0.190160832544939
"A88007",32474,7779,0.193252676819119
"A88008",18651,4853,0.206475493533016
"A88009",16646,4993,0.230740792088359
"A88010",21144,5090,0.194023023557216
"A88011",12039,2548,0.17467608144238
"A88012",26936,6951,0.205122908489981
"A88013",36998,9506,0.204412523653879
"A88014",9202,2628,0.222147083685545
"A88015",17023,3427,0.167579462102689
"A88016",16680,5820,0.258666666666667
"A88020",11735,2956,0.20121162616568
"A88022",26147,6980,0.210704259365472
"A88023",18059,4587,0.202552327121788
"A88024",11007,2094,0.159835127089535
"A88025",14836,3387,0.185864017999232
"A88601",6461,1632,0.201655751884345
"A88603",12570,2726,0.178216527196653
"A88608",16260,5575,0.255324021067094
"A88611",8088,2171,0.211619066185788
"A88613",16570,4559,0.215769795068389
"A88614",5718,699,0.10892940626461
"A88615",2894,94,0.0314591700133869
"A88616",1,NA,NA
"A89001",55288,18695,0.252693186272522
"A89002",13409,2407,0.152187658067779
"A89003",20489,7252,0.261418117587686
"A89004",46832,12048,0.204619565217391
"A89005",18793,5212,0.217121433034784
"A89006",20825,7591,0.267138231981982
"A89007",33981,14996,0.306184535598342
"A89008",26993,3887,0.125874352331606
"A89009",29456,4857,0.141549849911112
"A89010",34051,8861,0.20649235645041
"A89011",14580,5820,0.285294117647059
"A89012",22376,4800,0.176626435089785
"A89013",29160,5079,0.148339612722334
"A89014",4597,1110,0.194497984930787
"A89015",19008,8127,0.299502487562189
"A89016",15375,6223,0.288128530419483
"A89017",32812,7797,0.192001773005984
"A89018",20646,5335,0.205342365574843
"A89019",39667,16664,0.295822903907262
"A89020",17594,6321,0.264311101818942
"A89021",26692,9496,0.262407427876644
"A89022",15009,6825,0.312585875240451
"A89023",26432,6882,0.20657981629345
"A89024",22106,7292,0.248044084631608
"A89025",15459,4616,0.229937733499377
"A89026",19840,5342,0.212135652450163
"A89027",14705,6149,0.294859499376618
"A89028",28954,8865,0.234405986408948
"A89029",11127,2361,0.175044483985765
"A89030",20210,4650,0.187047465808528
"A89031",14400,7214,0.333765152216156
"A89032",13670,4681,0.25508146695003
"A89034",6463,4129,0.38982250755287
"A89035",28537,7721,0.212946108445033
"A89036",12482,2418,0.162281879194631
"A89038",13146,5209,0.283791882320893
"A89040",8791,2988,0.253671788776636
"A89041",12052,1844,0.132700057570524
"A89042",19589,5017,0.20389335934325
"A89603",7192,1558,0.178057142857143
"A89604",14048,4995,0.262301108018695
"A89610",13460,5249,0.280560158212625
"A89611",5080,1024,0.167758846657929
"A89612",6528,1065,0.140260766495456
"A89614",13658,4835,0.261450278483751
"A89616",5043,1660,0.247650305833209
"A89617",8529,2370,0.217451142306634
"A89618",7226,1140,0.136265837915372
"A89620",13238,3472,0.207779772591263
"A89621",11529,3503,0.23303618946248
"A89623",10166,1934,0.159834710743802
"A89624",4054,2132,0.344649207888781
"A89625",1906,376,0.164767747589833
"A89626",604,88,0.127167630057803
"B81001",997,632,0.387968078575813
"B81002",13678,3997,0.226138613861386
"B81003",52265,19754,0.274288729363085
"B81004",46293,16964,0.268175854055678
"B81005",50650,35106,0.409370772890527
"B81006",21453,9271,0.301751074078896
"B81007",30269,13018,0.300736941807009
"B81008",45698,16972,0.270815382160523
"B81009",26770,12927,0.325641736151346
"B81010",34093,11691,0.255351214398043
"B81011",22555,6420,0.221570319240725
"B81012",21829,2257,0.0937058872373993
"B81013",18399,6312,0.25543280320505
"B81014",24918,9264,0.271019835000878
"B81015",44029,18354,0.294214770049533
"B81016",18934,3665,0.162175317491924
"B81017",23305,7922,0.253690716367246
"B81018",27387,3641,0.11734562330798
"B81019",12158,2008,0.141747846957504
"B81020",18584,4837,0.206524059604628
"B81021",13672,5746,0.295911010402719
"B81022",46122,17850,0.27902832489214
"B81023",19166,10168,0.346628485716234
"B81024",14981,4866,0.245175593288658
"B81025",42631,19334,0.3120148470911
"B81026",47746,17330,0.266304013768517
"B81027",22029,5861,0.210147006095375
"B81029",25999,13869,0.347872980836761
"B81030",21746,10187,0.319011680706479
"B81031",48522,11499,0.191582945968911
"B81032",5528,824,0.129722921914358
"B81034",34026,10922,0.242991901753137
"B81035",14090,4233,0.23102112099547
"B81036",37079,18825,0.336737979393246
"B81037",53733,17435,0.244983700539568
"B81038",24874,10137,0.289537573905344
"B81039",40761,27654,0.404209603157202
"B81040",43426,16095,0.270408763293627
"B81041",15670,10049,0.390722811928924
"B81042",35836,12346,0.256236768917853
"B81043",31278,25928,0.453239170716358
"B81044",15509,6356,0.290692888177453
"B81045",35971,14843,0.292104538119416
"B81046",32835,10921,0.249588627845324
"B81047",11639,4101,0.260546378653113
"B81048",12790,5810,0.312365591397849
"B81049",12760,5156,0.287787452556374
"B81050",31466,27327,0.464800231320055
"B81051",12458,6843,0.354541215481063
"B81052",6195,2950,0.32258064516129
"B81053",36616,18743,0.338571867266388
"B81054",29377,9672,0.247688801249712
"B81055",13181,4727,0.263960241232969
"B81056",30757,7649,0.199161589335
"B81057",10119,4961,0.328978779840849
"B81058",26410,4981,0.158676053645949
"B81060",36272,15038,0.293081270707464
"B81061",43766,16676,0.275900863637868
"B81062",33518,14278,0.298727927023182
"B81063",14216,8046,0.361423052735603
"B81064",32589,10749,0.24802713553925
"B81065",40521,19628,0.326322964637816
"B81066",7788,2441,0.238635252712875
"B81068",44740,12630,0.220149904131079
"B81069",40094,14553,0.266309221000238
"B81070",16124,9779,0.377523838937575
"B81072",8895,5581,0.38553467808787
"B81074",11923,3165,0.209769353128314
"B81075",3438,1525,0.307273826314729
"B81077",21879,5984,0.214765100671141
"B81080",9036,2944,0.245742904841402
"B81081",11525,2491,0.177725456621005
"B81082",6944,2217,0.242004148018775
"B81083",633,63,0.0905172413793103
"B81084",10278,5739,0.358306799026035
"B81085",6194,1753,0.220586384799295
"B81087",18773,11126,0.372119468878558
"B81088",17303,5644,0.245958077308581
"B81089",10415,1545,0.129180602006689
"B81090",14195,4442,0.238343080967967
"B81091",9069,2434,0.211596974702252
"B81092",25721,9933,0.278594267122903
"B81094",3385,538,0.137139943920469
"B81095",17171,1980,0.103388856978748
"B81096",62,49,0.441441441441441
"B81097",3711,902,0.195534359419033
"B81098",8639,2433,0.219743497109827
"B81099",11729,9208,0.439795577207814
"B81100",4348,2175,0.333435535796413
"B81101",12144,3045,0.200474027256567
"B81102",3717,1714,0.315595654575585
"B81104",1703,829,0.32740916271722
"B81108",15930,4310,0.212944664031621
"B81109",38402,20508,0.348124257341708
"B81112",8682,1634,0.158394726638232
"B81113",18264,6249,0.254925957655122
"B81118",15165,1219,0.07440185546875
"B81119",12871,4514,0.259649122807018
"B81120",4983,1595,0.24247491638796
"B81121",2442,708,0.224761904761905
"B81602",8941,2845,0.241388087561514
"B81603",12965,3849,0.228916379207803
"B81606",16452,1970,0.106937357507328
"B81616",10471,2786,0.210153126650072
"B81617",14085,3819,0.213304289544236
"B81619",12181,3719,0.233899371069182
"B81620",7736,2207,0.221965201649402
"B81622",10809,3587,0.249166435120867
"B81628",11625,7665,0.397356143079316
"B81630",4698,1384,0.227556724761592
"B81631",11830,3257,0.215881222244316
"B81634",7915,1542,0.163053822565296
"B81635",9636,5106,0.346357346357346
"B81642",12219,1512,0.11011579637317
"B81644",5745,1582,0.21591374368773
"B81645",9793,2264,0.187774736667496
"B81646",309,173,0.358921161825726
"B81647",6534,2348,0.264354875028147
"B81648",3967,2714,0.406226612782518
"B81653",6197,2189,0.261030288576198
"B81655",4732,1350,0.221966458401842
"B81656",11772,1604,0.119916267942584
"B81658",2978,906,0.233264675592173
"B81662",1434,501,0.258914728682171
"B81663",4940,1021,0.171279986579433
"B81664",6033,1553,0.20471921961508
"B81665",3740,1631,0.303667845838764
"B81666",996,354,0.262222222222222
"B81671",308,153,0.331887201735358
"B81674",9960,2185,0.179909427748044
"B81675",14136,4404,0.237540453074434
"B81677",11599,4944,0.298857522819319
"B81679",3413,1060,0.236977420076012
"B81682",20532,6830,0.249616256121629
"B81683",5333,2023,0.275013594344753
"B81685",6428,1844,0.222920696324952
"B81686",10846,2081,0.160980892705191
"B81688",5621,1519,0.212745098039216
"B81689",10909,2450,0.183396960850363
"B81690",5907,1783,0.23185955786736
"B81692",1828,495,0.213086526043909
"B81693",7920,2476,0.238168526356291
"B81697",4944,1893,0.276875822729267
"B82001",24574,8135,0.248708306582286
"B82002",15350,8588,0.358760130336703
"B82003",5839,2052,0.260043087061209
"B82004",29315,12952,0.30643291456692
"B82005",57488,23229,0.287783242687414
"B82006",8497,2648,0.237595334230597
"B82007",24721,11340,0.314467152879843
"B82008",23470,11741,0.3334469341967
"B82010",14994,12620,0.457014557832983
"B82011",9022,10687,0.54223958597595
"B82012",29112,14850,0.337791729220691
"B82013",19478,8637,0.307202560910546
"B82014",10321,3607,0.258974727168294
"B82016",10069,3787,0.273311200923788
"B82017",31900,23467,0.423844528329149
"B82018",13598,6398,0.31996399279856
"B82019",7633,2669,0.259075907590759
"B82020",37562,11284,0.231011751218114
"B82021",15169,6037,0.284683580118834
"B82022",13173,5834,0.306939548587363
"B82023",16903,7661,0.311879172773164
"B82024",16905,8683,0.339338752540253
"B82025",45113,23833,0.345676326400371
"B82026",45947,17003,0.27010325655282
"B82027",13028,6921,0.346934683442779
"B82028",27809,7863,0.220424983180085
"B82029",7672,4841,0.386877647246863
"B82030",17837,7086,0.284315692332384
"B82031",14993,10992,0.423013276890514
"B82032",27819,12263,0.305947806995659
"B82033",25456,14251,0.358903971591911
"B82034",12054,4603,0.276340277360869
"B82035",10870,4505,0.293008130081301
"B82036",16722,7633,0.313405871484295
"B82037",26392,12705,0.324960994449702
"B82038",11579,3624,0.238374005130566
"B82041",46720,11451,0.196850664420416
"B82042",18803,10454,0.357316197832997
"B82043",6153,1663,0.212768679631525
"B82044",13601,3988,0.226732616976519
"B82045",16272,7021,0.301421027776585
"B82046",8691,2252,0.20579365804624
"B82047",7738,3073,0.284247525668301
"B82048",8854,3703,0.294895277534443
"B82049",19702,9213,0.318623551789729
"B82050",54980,24900,0.311717576364547
"B82051",10876,3286,0.232029374382149
"B82053",26773,10045,0.2728285077951
"B82054",34186,12663,0.270293923029307
"B82055",19704,9856,0.333423545331529
"B82056",15770,4507,0.222271539182325
"B82057",12638,4426,0.259376465072668
"B82058",16855,5645,0.250888888888889
"B82059",24868,8165,0.247177065358884
"B82060",24906,9115,0.267922753593369
"B82061",21693,9141,0.296458454952325
"B82062",5790,2852,0.330016199953714
"B82063",20086,12969,0.39234608985025
"B82064",9835,5388,0.353938119950076
"B82066",28164,10305,0.267878031661858
"B82067",9473,3718,0.281858843150633
"B82068",12251,7120,0.36755975427185
"B82069",18253,6373,0.258791521156501
"B82071",10464,3209,0.234696116433848
"B82072",12768,6346,0.332007952286282
"B82073",26569,15286,0.3652132361725
"B82074",25714,14570,0.361682057392513
"B82075",23468,11314,0.325283192455868
"B82076",11170,2674,0.193152268130598
"B82077",21107,6564,0.237215857757219
"B82078",21035,5909,0.219306710213777
"B82079",11498,5021,0.303953023790786
"B82080",39784,21293,0.348625505509439
"B82081",19084,9390,0.329774531151226
"B82082",11902,2908,0.196353814989872
"B82083",15900,7766,0.328150088734894
"B82086",7306,2276,0.237528699645168
"B82088",10641,2555,0.193619278569263
"B82091",8517,4147,0.327463676563487
"B82092",17617,3480,0.164952362895198
"B82095",7050,2828,0.286292771816157
"B82097",13458,5894,0.304568003307152
"B82098",12105,5547,0.314242012236574
"B82099",8788,3191,0.266382836630771
"B82100",7211,2906,0.287239300187803
"B82101",13292,4201,0.240153204138798
"B82103",3711,1011,0.214104193138501
"B82104",7081,1967,0.217396109637489
"B82105",25241,9515,0.273765680745771
"B82106",10910,3529,0.244407507445114
"B82606",1409,467,0.248933901918977
"B82609",7984,6381,0.444204664114166
"B82611",8637,1979,0.186416729464959
"B82619",2273,2675,0.540622473726758
"B82622",4604,2757,0.374541502513245
"B82627",3649,1524,0.294606611250725
"B82628",13719,4632,0.252411312735001
"B82629",2655,436,0.141054674862504
"B82638",12,4,0.25
"B82639",132,2,0.0149253731343284
"B82642",74,30,0.288461538461538
"B83002",9195,2774,0.23176539393433
"B83003",1,NA,NA
"B83005",16552,5834,0.260609309389797
"B83006",32230,11608,0.264793101875086
"B83007",15655,4720,0.231656441717791
"B83008",18458,4290,0.188588007736944
"B83009",22359,7588,0.253380973052393
"B83010",20721,10250,0.33095476413419
"B83011",8719,3726,0.299397348332664
"B83012",8971,4355,0.326804742608435
"B83013",21116,7970,0.274014990029567
"B83014",24914,7675,0.235508914050753
"B83015",21168,6884,0.24540139740482
"B83016",13522,3788,0.218833044482958
