"Practice.code","Generic_statins","Proprietary_statins","pct_proprietary"
"E81040",20057,5286,0.20857830564653
"E81041",20497,8002,0.280781781816906
"E81043",7661,2198,0.222943503397911
"E81044",32267,5542,0.146578856885927
"E81045",22396,4472,0.166443352687212
"E81046",26500,8659,0.24628117978327
"E81047",8261,2238,0.213163158396038
"E81048",13858,1998,0.126009081735621
"E81049",10620,2953,0.217564282030502
"E81050",28509,7546,0.209291360421578
"E81052",10693,3347,0.238390313390313
"E81054",6379,1890,0.228564518079574
"E81056",7695,2524,0.246990899305216
"E81057",33174,10304,0.236993421960532
"E81059",13018,4186,0.24331550802139
"E81060",8969,1806,0.167610208816705
"E81061",16621,4068,0.196626226497172
"E81062",3256,1106,0.253553415864282
"E81063",18690,6054,0.24466537342386
"E81064",10887,3353,0.235463483146067
"E81065",9685,1805,0.157093124456049
"E81069",12434,2734,0.180247890295359
"E81072",16126,4029,0.19990076903994
"E81073",16204,4648,0.222904277767121
"E81074",27448,7292,0.209902130109384
"E81075",6518,2049,0.239173573012723
"E81076",10282,2840,0.216430422191739
"E81077",5410,1792,0.248819772285476
"E81610",3720,759,0.169457468184863
"E81611",3976,820,0.170975813177648
"E81612",8407,2498,0.229069234296194
"E81615",4757,288,0.0570862239841427
"E81617",9301,2586,0.217548582485068
"E81618",2437,727,0.229772439949431
"E81623",1135,130,0.102766798418972
"E81626",7831,1912,0.196243456840809
"E81631",7055,426,0.056944258788932
"E81632",11975,3745,0.23823155216285
"E81633",3084,535,0.147830892511744
"E81635",3651,977,0.211106309420916
"E81636",5056,1221,0.194519675003983
"E81639",3,NA,NA
"E82001",40692,13533,0.249571230982019
"E82002",19037,3864,0.16872625649535
"E82004",7169,1926,0.211764705882353
"E82005",39381,8352,0.174973288919615
"E82006",26410,9796,0.270562890128708
"E82007",17781,4949,0.21772987241531
"E82008",32158,11506,0.263512275558813
"E82009",16116,3977,0.197929627233365
"E82011",19144,6090,0.241341047792661
"E82012",22157,6945,0.238643392206721
"E82013",21759,5736,0.208619749045281
"E82014",11564,2717,0.190252783418528
"E82015",19759,5978,0.232272603644558
"E82017",13849,3243,0.18973788907091
"E82018",28098,7608,0.213073433036464
"E82019",39646,16902,0.298896512697178
"E82020",15891,2557,0.138605810928014
"E82021",13486,7984,0.371867722403354
"E82022",18236,6081,0.250071966114241
"E82023",18825,7847,0.294203659268146
"E82024",26767,14164,0.346045784368816
"E82025",34349,7207,0.173428626431803
"E82027",14921,4941,0.24876648877253
"E82028",12010,3772,0.239006463059181
"E82031",18965,4252,0.183141663436275
"E82032",29671,6073,0.169902641002686
"E82034",11711,3495,0.229843482835723
"E82035",31590,12220,0.27893175074184
"E82037",18250,5960,0.246179264766625
"E82038",7920,5019,0.387897055413865
"E82039",27420,8789,0.242729708083626
"E82040",49106,17165,0.259012237630336
"E82041",24563,6924,0.219900276304507
"E82042",21358,6124,0.222836765883124
"E82043",20633,8332,0.287657517693768
"E82044",27021,7178,0.209889178046142
"E82045",14543,4997,0.255731832139202
"E82046",26387,6063,0.186841294298921
"E82048",20062,4587,0.186092742099071
"E82049",9779,3163,0.244398083758306
"E82050",6047,765,0.112301820317087
"E82051",25482,6350,0.199484795174667
"E82053",14516,3109,0.176397163120567
"E82054",13654,2896,0.174984894259819
"E82055",16197,5976,0.269516980110946
"E82056",22590,6433,0.22165179340523
"E82057",9881,1973,0.166441707440526
"E82058",16159,5950,0.269121172373242
"E82059",9078,2113,0.188812438566705
"E82060",18038,5488,0.233273824704582
"E82061",7835,7377,0.484946095188009
"E82062",32651,9486,0.225122813679189
"E82063",27168,6129,0.184070636994324
"E82064",6903,1858,0.212076247003767
"E82066",3460,1200,0.257510729613734
"E82067",34324,14536,0.297503069995907
"E82068",29092,13358,0.314676089517079
"E82069",4525,1415,0.238215488215488
"E82070",4180,1232,0.227642276422764
"E82071",13984,5653,0.287874929979121
"E82072",25261,7601,0.231300590347514
"E82073",13111,5651,0.301193902569023
"E82074",48275,22382,0.316769746804987
"E82075",15149,5152,0.253780601940791
"E82076",8705,2209,0.202400586402785
"E82077",10221,3218,0.239452340203884
"E82078",16669,3318,0.16600790513834
"E82079",23099,3333,0.12609715496368
"E82080",19745,6081,0.235460388755518
"E82081",34350,7897,0.186924515350202
"E82082",40490,13108,0.244561364230009
"E82083",16829,4907,0.225754508649245
"E82084",13146,3960,0.231497720098211
"E82085",23847,8946,0.272802122404172
"E82086",34871,8090,0.188310327971881
"E82088",22080,6844,0.236620107868898
"E82089",26452,10026,0.274850594879105
"E82090",30262,10033,0.248988708276461
"E82091",28116,7662,0.214153949354352
"E82092",20773,7205,0.257523768675388
"E82093",41988,9361,0.18230150538472
"E82094",9647,1469,0.132151853184599
"E82095",7693,2500,0.245266359266163
"E82096",17411,4243,0.195945321880484
"E82098",14105,3403,0.194368288782271
"E82099",27570,11999,0.303242437261493
"E82100",39992,19507,0.327854249651255
"E82102",19649,4881,0.198980839788015
"E82104",13529,3869,0.222381882975055
"E82105",7882,1424,0.153019557274876
"E82106",14948,4385,0.226814255418197
"E82107",11352,3976,0.259394572025052
"E82109",8320,3172,0.276018099547511
"E82111",11830,2528,0.176069090402563
"E82113",4307,1262,0.226611599928174
"E82115",40482,10379,0.204065983759659
"E82117",14028,3413,0.195688320623817
"E82121",11735,4304,0.268345906852048
"E82123",35759,7077,0.165211504342142
"E82124",16951,5208,0.235028656527822
"E82126",7188,1723,0.193356525642464
"E82129",15091,5734,0.275342136854742
"E82130",13561,4604,0.25345444536196
"E82131",5155,1075,0.172552166934189
"E82132",16286,4059,0.199508478741706
"E82133",24284,7661,0.23981843794021
"E82603",3803,604,0.137054685727252
"E82613",3755,909,0.194897084048027
"E82620",136,250,0.647668393782383
"E82624",4224,1438,0.253973860826563
"E82626",3319,3025,0.476828499369483
"E82627",5156,1654,0.24287812041116
"E82630",2710,703,0.205977146205684
"E82638",14511,2441,0.143994808872109
"E82640",10795,2587,0.193319384247497
"E82641",9046,2729,0.231762208067941
"E82643",3841,1272,0.248777625660082
"E82644",1918,629,0.246957204554378
"E82652",4275,823,0.161435857198902
"E82653",5390,776,0.125851443399286
"E82654",7292,2953,0.288238164958516
"E82655",3329,496,0.129673202614379
"E82656",2084,617,0.22843391336542
"E82657",9657,3127,0.244602628285357
"E82658",9758,1176,0.107554417413572
"E82661",16309,3984,0.196323855516681
"E82663",8680,2116,0.195998517969618
"E82667",86,49,0.362962962962963
"E83003",13739,5991,0.303649265078561
"E83005",4144,1081,0.20688995215311
"E83006",7728,3047,0.282784222737819
"E83007",7523,2773,0.269327894327894
"E83008",9783,7990,0.449558318798177
"E83009",8689,3490,0.286558830774284
"E83010",14076,6089,0.301958839573518
"E83011",14298,6175,0.301616763542226
"E83012",8048,4922,0.379491133384734
"E83013",5704,2616,0.314423076923077
"E83016",20305,13366,0.396958807282231
"E83017",15381,6758,0.305253173133385
"E83018",27388,11654,0.298499052302648
"E83020",10241,6160,0.375586854460094
"E83021",12826,4290,0.250642673521851
"E83024",17428,7010,0.286848350928881
"E83025",10216,4240,0.293303818483675
"E83026",5511,3427,0.383419109420452
"E83027",12644,5978,0.321018150574589
"E83028",7516,2647,0.260454590180065
"E83030",10627,4909,0.315975798146241
"E83031",6827,2110,0.236097124314647
"E83032",23453,8902,0.275135218667903
"E83034",13951,3958,0.221006198001005
"E83035",11728,6270,0.348372041337926
"E83036",4888,1780,0.266946610677864
"E83037",6369,2812,0.306284718440257
"E83038",17192,7540,0.304868186964257
"E83039",4498,2881,0.3904323079008
"E83040",1800,1842,0.505766062602965
"E83041",5496,1731,0.239518472395185
"E83042",5180,1122,0.178038717867344
"E83044",10446,5073,0.326889619176493
"E83045",5122,2619,0.338328381346079
"E83046",8607,4282,0.332221273954535
"E83049",7892,4559,0.366155328889246
"E83050",6252,3334,0.347798873356979
"E83053",15326,10290,0.401702061211743
"E83600",7662,2452,0.242436227012062
"E83613",4898,3115,0.388743292150256
"E83621",4860,1252,0.204842931937173
"E83622",2949,1344,0.313067784765898
"E83624",3699,1208,0.246178928061952
"E83629",4774,2808,0.370350830915326
"E83631",3502,1913,0.353277931671283
"E83632",5781,2685,0.317150956768249
"E83633",3040,1125,0.270108043217287
"E83637",5189,1588,0.234321971373764
"E83638",5890,2306,0.281356759394827
"E83639",6035,3313,0.354407359863072
"E83640",2585,911,0.26058352402746
"E83644",3546,1311,0.269919703520692
"E83645",6642,1711,0.204836585657847
"E83649",2906,1871,0.391668411136697
"E83650",2454,3092,0.55751893256401
"E83651",1093,507,0.316875
"E83652",2441,1354,0.356785243741765
"E83653",8942,5128,0.364463397299218
"E83654",4590,1264,0.215920737956953
"E83655",2,NA,NA
"E83656",3089,1029,0.249878581835843
"E83657",2042,1049,0.339372371400841
"E83658",2376,708,0.229571984435798
"E83659",4673,2287,0.328591954022989
"E83664",2239,453,0.168276374442793
"E83665",23,9,0.28125
"E83666",9,6,0.4
"E83667",20423,12516,0.379975105498042
"E83668",4710,1582,0.251430387794024
"E84002",5574,3226,0.366590909090909
"E84003",6907,2018,0.226106442577031
"E84004",17742,9434,0.347144539299382
"E84005",20599,8013,0.280057318607577
"E84006",22911,8325,0.26651940069151
"E84007",12736,4041,0.240865470584729
"E84008",26977,10225,0.27485081447234
"E84009",26627,7769,0.22586928712641
"E84011",8203,2042,0.199316739873109
"E84012",8695,2776,0.24200156917444
"E84013",16556,5180,0.238314317261686
"E84014",28184,11583,0.29127165740438
"E84015",18791,5405,0.223384030418251
"E84017",14814,3516,0.191816693944354
"E84018",18496,5019,0.213438230916436
"E84019",2189,689,0.239402362751911
"E84020",5937,2384,0.286504025958418
"E84021",18293,6066,0.249025001026315
"E84022",13112,3247,0.198484014915337
"E84023",5910,2224,0.273420211458077
"E84024",41412,18638,0.3103746877602
"E84025",10794,2197,0.169117081056116
"E84026",8727,2921,0.250772664835165
"E84028",10927,2700,0.198136053423351
"E84029",4180,1492,0.263046544428773
"E84030",10737,3438,0.242539682539683
"E84031",16694,4226,0.202007648183556
"E84032",7262,3250,0.309170471841705
"E84033",7902,1798,0.185360824742268
"E84035",2232,1251,0.359173126614987
"E84036",12039,7601,0.387016293279022
"E84039",17142,5920,0.256699332234845
"E84040",10054,4577,0.312828924885517
"E84042",7501,2398,0.242246691585009
"E84044",13873,5598,0.287504493862668
"E84048",14500,3232,0.182269343559666
"E84049",3797,1779,0.319045911047346
"E84051",6886,3223,0.318824809575626
"E84053",8372,3534,0.296825130186461
"E84056",3196,1665,0.342522114791195
"E84057",25715,10422,0.288402468384205
"E84058",29880,11512,0.278121376111326
"E84059",4212,1902,0.311089303238469
"E84061",26779,7399,0.216484288138569
"E84062",9655,2124,0.180320910094236
"E84063",4019,1479,0.26900691160422
"E84064",7014,2420,0.256518973924104
"E84066",4500,2182,0.326548937443879
"E84067",6352,2199,0.257162904923401
"E84068",29602,12561,0.29791523373574
"E84069",23687,12392,0.343468499681255
"E84070",8890,2134,0.193577648766328
"E84074",8762,4466,0.337617175687935
"E84075",11555,2409,0.172515038670868
"E84076",8313,4653,0.358861638130495
"E84077",4607,1749,0.275173064820642
"E84078",7685,1464,0.160017488250082
"E84079",7549,989,0.115835090185055
"E84080",6746,2426,0.26450065416485
"E84083",10622,3613,0.253811029153495
"E84084",5023,2524,0.334437524844309
"E84086",5904,2952,0.333333333333333
"E84601",7417,2280,0.235124265236671
"E84617",9529,2222,0.189090290188069
"E84620",8533,2040,0.192944292064693
"E84624",4230,593,0.122952519178934
"E84626",4660,1414,0.232795521896608
"E84635",5395,1155,0.176335877862595
"E84637",2904,1230,0.297532656023222
"E84638",10568,1552,0.128052805280528
"E84645",5649,1379,0.196215139442231
"E84646",3975,983,0.198265429608713
"E84647",7014,2292,0.246292714377821
"E84649",3006,745,0.19861370301253
"E84653",4848,1229,0.202237946355109
"E84656",6190,1605,0.205901218729955
"E84657",6469,2198,0.253605630552671
"E84658",16867,5485,0.245391911238368
"E84661",8955,2133,0.19237012987013
"E84662",791,325,0.291218637992832
"E84663",8200,2593,0.240248309089225
"E84665",12907,2756,0.175956074826023
"E84667",3559,945,0.209813499111901
"E84668",2546,1438,0.360943775100402
"E84669",5731,1179,0.170622286541245
"E84670",12392,2629,0.175021636375741
"E84674",7434,1962,0.208812260536398
"E84676",9281,2728,0.227162961112499
"E84678",5108,1530,0.230491111780657
"E84680",7032,2340,0.249679897567222
"E84681",4689,1460,0.237436981623028
"E84684",6579,1742,0.209349837759885
"E84685",9188,3204,0.258553905745642
"E84686",64,22,0.255813953488372
"E84690",3508,1015,0.224408578377183
"E84693",9741,2501,0.20429668354844
"E84696",1759,342,0.162779628748215
"E84699",8887,2801,0.239647501711157
"E84701",4452,903,0.168627450980392
"E84702",8114,2763,0.254022248781833
"E84704",3761,525,0.122491833877741
"E84705",5782,747,0.114412620615714
"E84706",4012,1180,0.227272727272727
"E84707",3,2,0.4
"E84708",2544,437,0.146595102314659
"E84709",11562,5514,0.32290934645116
"E84713",6424,2648,0.291887125220459
"E85001",19085,6275,0.24743690851735
"E85003",7620,3884,0.337621696801113
"E85004",15157,2388,0.136107153035053
"E85005",8046,2211,0.215560105293946
"E85006",7391,1831,0.198546952938625
"E85007",10197,3439,0.252200058668231
"E85008",8513,3126,0.26857977489475
"E85009",369,235,0.389072847682119
"E85012",20418,6353,0.237309028426282
"E85013",2176,870,0.285620485883125
"E85014",12198,4808,0.282723744560743
"E85015",7259,3003,0.292633015006821
"E85016",12646,9288,0.423452174705936
"E85018",4971,1089,0.17970297029703
"E85019",15195,5169,0.253830288744844
"E85020",13146,6852,0.342634263426343
"E85021",11800,4742,0.286664248579374
"E85023",4329,3328,0.434634974533107
"E85024",10661,1310,0.10943112521928
"E85025",6293,2191,0.258250825082508
"E85026",17861,8607,0.325185129212634
"E85028",12809,4504,0.260151331369491
"E85029",29384,9450,0.243343461914817
"E85030",10678,2556,0.193138884690948
"E85032",7863,3381,0.300693703308431
"E85033",15668,7165,0.313800201462795
"E85034",18210,8304,0.313193030097307
"E85035",10023,2640,0.208481402511253
"E85038",6616,2660,0.286761535144459
"E85039",786,281,0.263355201499531
"E85040",16183,6753,0.294427973491454
"E85041",4715,2748,0.368216534905534
"E85042",7401,3000,0.288433804441881
"E85044",6356,1484,0.189285714285714
"E85045",8377,2587,0.23595403137541
"E85046",11114,4228,0.275583365923608
"E85048",5571,3942,0.41438032166509
"E85049",7076,4349,0.380656455142232
"E85050",11799,4187,0.261916677092456
"E85051",6552,3477,0.346694585701466
"E85052",7214,3037,0.296263779143498
"E85053",7550,2058,0.214196502914238
"E85054",13937,5371,0.27817484980319
"E85055",13115,10225,0.43808911739503
"E85056",15621,2891,0.15616897147796
"E85057",10534,8805,0.455297585190548
"E85058",14661,3940,0.211816569001667
"E85059",15507,3925,0.201986414162207
"E85060",11312,1411,0.110901516937829
"E85061",4256,2628,0.381754793724579
"E85062",9623,2047,0.175407026563839
"E85064",7968,3424,0.300561797752809
"E85066",3997,1272,0.241412032643765
"E85069",10237,3730,0.267058065439966
"E85071",11376,1690,0.129343333843563
"E85074",4228,2224,0.344699318040918
"E85075",6648,3348,0.334933973589436
"E85077",6497,2226,0.255187435515304
"E85083",10877,4910,0.311015392411478
"E85088",6287,4510,0.417708622765583
"E85090",11752,4890,0.293834875615912
"E85091",1729,471,0.214090909090909
"E85096",6659,2153,0.244325919201089
"E85098",5190,1408,0.213397999393756
"E85099",6316,2021,0.242413338131222
"E85103",8020,3603,0.309988815280048
"E85105",4429,1710,0.278546994624532
"E85107",10098,3055,0.232266403101954
"E85108",8019,3580,0.308647297180791
"E85109",6677,1295,0.162443552433517
"E85110",3784,1241,0.246965174129353
"E85111",6666,573,0.0791545793617903
"E85112",7472,3393,0.312287160607455
"E85113",10837,2174,0.167089385904235
"E85114",10376,3798,0.267955411316495
"E85115",4846,2521,0.342201710329849
"E85116",4764,1894,0.28446981075398
"E85117",8821,1639,0.156692160611855
"E85118",10016,4223,0.296579815998315
"E85119",9992,3488,0.258753709198813
"E85120",18326,3836,0.173089071383449
"E85121",12676,5193,0.290615031619005
"E85122",14159,5667,0.285836779985877
"E85123",4600,1764,0.277184160905091
"E85124",5750,2383,0.293003811631624
"E85125",4254,2839,0.40025377132384
"E85126",10434,4829,0.316386031579637
"E85127",10550,4876,0.316089718656813
"E85128",6015,2090,0.257865515114127
"E85129",7415,4233,0.363410027472527
"E85130",5412,3815,0.413460496369351
"E85600",11126,2820,0.202208518571633
"E85605",13645,6116,0.309498507160569
"E85617",3474,492,0.124054462934947
"E85623",5387,718,0.117608517608518
"E85624",8316,5306,0.389516957862282
"E85625",5960,2037,0.254720520195073
"E85628",8103,3569,0.305774503084304
"E85630",5407,2100,0.27973891035034
"E85633",10817,3648,0.252194953335638
"E85635",5673,1669,0.227322255516208
"E85636",6073,2188,0.264858975910907
"E85640",5352,1762,0.247680629744166
"E85643",5466,2256,0.292152292152292
"E85649",2573,1339,0.342280163599182
"E85656",8691,3219,0.270277078085642
"E85657",12614,5769,0.313822553446119
"E85658",3724,1410,0.274639657187378
"E85659",4285,1283,0.230423850574713
"E85663",10606,3244,0.234223826714801
"E85671",2308,550,0.192442267319804
"E85672",2160,1233,0.363395225464191
"E85673",7938,3917,0.330409110080135
"E85677",7551,1196,0.13673259403224
"E85680",8035,4186,0.34252516160707
"E85681",10133,3945,0.28022446370223
"E85682",5788,3583,0.382349802582435
"E85683",4833,1411,0.225976937860346
"E85685",9639,5209,0.350821659482759
"E85686",9460,4233,0.309136054918572
"E85687",1546,213,0.121091529277999
"E85691",2120,796,0.272976680384088
"E85692",9028,2958,0.246787919239112
"E85693",5877,2757,0.319318971507992
"E85694",4586,1836,0.285892245406415
"E85696",5626,2498,0.307483998030527
"E85697",12313,3589,0.225694881147026
"E85699",15187,3992,0.208144324521612
"E85700",3620,1812,0.333578792341679
"E85705",4457,785,0.14975200305227
"E85707",6582,2419,0.268747916898122
"E85708",6785,1680,0.19846426461902
"E85712",5837,2155,0.269644644644645
"E85713",7599,2686,0.261157024793388
"E85714",4891,1500,0.234705053982162
"E85715",6787,2001,0.227696859353664
"E85716",14709,5928,0.287251053932258
"E85717",4643,1155,0.199206622973439
"E85718",8729,2417,0.216849093845326
"E85719",6838,3355,0.329147454135191
"E85721",3703,2705,0.422128589263421
"E85723",8598,1947,0.184637268847795
"E85724",6598,1217,0.15572616762636
"E85725",4556,1639,0.264568200161421
"E85726",6364,3132,0.329823083403538
"E85727",5303,1936,0.267440254178754
"E85728",2913,836,0.222992798079488
"E85731",3499,3339,0.488300672711319
"E85732",3694,929,0.200951762924508
"E85733",4489,1256,0.218624891209748
"E85734",8281,1685,0.169074854505318
"E85735",3972,1559,0.281865847043934
"E85736",11164,3585,0.243067326598413
"E85739",7688,3064,0.284970238095238
"E85740",2482,1056,0.298473713962691
"E85743",5305,2153,0.288683293108072
"E85744",3749,1353,0.265190121520972
"E85745",16068,6185,0.277940053026558
"E85746",3290,930,0.220379146919431
"E85748",6445,2828,0.304971422409145
"E85750",7407,3480,0.319647285753651
"E85755",2831,1362,0.32482709277367
"E86001",18573,7060,0.27542620840323
"E86003",9200,3115,0.252943564758425
"E86004",11815,5098,0.301424939395731
"E86005",11103,4761,0.300113464447806
"E86006",12940,4492,0.257687012391005
"E86007",24445,11596,0.321744679670375
"E86009",9403,4292,0.313399050748448
"E86010",14539,5712,0.282060145178016
"E86011",10265,4154,0.288092100700465
"E86012",22904,7637,0.25005730002292
"E86014",9040,3426,0.274827530884004
"E86015",27641,11082,0.286186504144823
"E86016",9388,4122,0.305107327905255
"E86017",16636,5966,0.263958941686576
"E86018",28425,10792,0.275186781242828
"E86019",15958,6167,0.278734463276836
"E86020",6833,1768,0.205557493314731
"E86022",8041,3552,0.30639178814802
"E86024",8367,2457,0.2269955654102
"E86026",8249,2165,0.20789322066449
"E86027",17228,5595,0.245147438986987
"E86028",17235,7974,0.316315601570868
"E86029",16786,5618,0.250758793072666
"E86030",4078,1563,0.277078532175146
"E86033",12287,3835,0.237873712938841
"E86034",2818,1235,0.304712558598569
"E86036",20684,9025,0.303779999326803
"E86038",7071,1985,0.219191696113074
"E86041",11328,3950,0.258541693938997
"E86042",13106,3680,0.21923031097343
"E86605",5120,1149,0.183282820226511
"E86609",4820,762,0.136510211393766
"E86610",4641,1989,0.3
"E86612",9265,1829,0.164863890391202
"E86615",3494,871,0.199541809851088
"E86618",12299,3037,0.198030777256129
"E86619",3316,840,0.202117420596728
"E86620",4857,2030,0.294758240162625
"E86622",2704,809,0.230287503558212
"E86625",5884,2398,0.289543588505192
"E86626",9538,3046,0.24205340114431
"E86629",6104,1706,0.218437900128041
"E86632",7987,3083,0.278500451671183
"E86635",4165,1605,0.278162911611785
"E86637",11267,1921,0.145662723688201
"E86638",1992,343,0.146895074946467
"E86640",7303,2795,0.276787482669836
"E87002",19562,10606,0.351564571731636
"E87003",4473,2579,0.365711854792967
"E87004",9462,5414,0.363941919870933
"E87005",8986,5106,0.362333238717003
"E87006",8620,2897,0.251541199965269
"E87007",4236,2239,0.345791505791506
"E87008",10423,3518,0.252349185854673
"E87009",6813,5079,0.427093844601413
"E87010",6773,2421,0.263323906895802
"E87011",11007,5498,0.333111178430779
"E87012",2049,1356,0.398237885462555
"E87013",6671,3664,0.354523463957426
"E87014",8299,5397,0.394056658878505
"E87016",5837,3463,0.372365591397849
"E87017",3597,1476,0.290952099349497
"E87020",551,404,0.42303664921466
"E87021",3698,2166,0.3693724420191
"E87024",11616,3481,0.230575611048553
"E87026",5130,1337,0.206741920519561
"E87029",7523,3903,0.341589357605461
"E87034",8406,2533,0.231556815065362
"E87037",8374,4135,0.330561995363338
"E87038",10676,4725,0.306798259853256
"E87041",1040,811,0.438141545110751
"E87043",3404,1610,0.321100917431193
"E87045",5922,1669,0.219865630351732
"E87046",5958,2433,0.289953521630318
"E87047",12482,5149,0.292042425273666
"E87048",2321,1982,0.460608877527307
"E87050",2518,972,0.278510028653295
"E87052",10079,3009,0.229905256723716
"E87055",2870,1071,0.271758436944938
"E87057",4189,1006,0.193647738209817
"E87061",4485,1525,0.253743760399334
"E87063",6888,2220,0.243741765480896
"E87065",3145,1313,0.294526693584567
"E87066",7957,2171,0.214356240126382
"E87067",3644,1946,0.348121645796064
"E87069",2308,1178,0.337923121055651
"E87070",4197,2541,0.377114870881567
"E87071",3265,1059,0.244912118408881
"E87609",14829,7329,0.330760898998105
"E87630",3228,1819,0.360412126015455
"E87637",5936,1297,0.179317019217475
"E87648",4528,1825,0.287265858649457
"E87649",1980,1042,0.344804765056254
"E87663",2976,782,0.208089409260245
"E87665",5146,2106,0.290402647545505
"E87668",411,38,0.0846325167037862
"E87670",3689,1800,0.32792858444161
"E87677",1648,499,0.232417326502096
"E87681",7323,3313,0.311489281684844
"E87682",7050,4695,0.399744572158365
"E87691",27,11,0.289473684210526
"E87694",223,162,0.420779220779221
"E87699",2658,849,0.242087254063302
"E87700",5,NA,NA
"E87701",5945,3021,0.336939549408878
"E87702",1885,224,0.106211474632527
"E87705",1377,492,0.263242375601926
"E87706",5863,1830,0.237878590926817
"E87711",3431,1698,0.331058685903685
"E87714",5740,1366,0.192231916690121
"E87715",3531,1417,0.286378334680679
"E87717",2814,337,0.106950174547763
"E87718",3694,1715,0.317064152338695
"E87720",5080,2195,0.301718213058419
"E87722",1671,642,0.277561608300908
"E87723",5804,3688,0.388537715971344
"E87727",3344,1113,0.249719542293022
"E87728",3191,967,0.232563732563733
"E87733",5791,664,0.10286599535244
"E87735",2645,1344,0.336926548007019
"E87737",8434,4975,0.371019464538743
"E87738",5031,4130,0.450824145835607
"E87739",11228,5928,0.345535089764514
"E87740",1657,298,0.152429667519182
"E87741",1672,930,0.357417371252882
"E87742",2835,498,0.149414941494149
"E87745",5410,3343,0.381926196732549
"E87746",4220,968,0.186584425597533
"E87750",1167,681,0.368506493506494
"E87751",5053,1771,0.259525205158265
"E87753",7721,1593,0.171032853768521
"E87754",7809,3969,0.336984207845135
"E87755",1591,1043,0.395975702353834
"E87756",6876,4215,0.380037868542061
"E87762",2984,1364,0.313707451701932
"E87765",67,4,0.0563380281690141
"E87766",16,2,0.111111111111111
"E87768",176,58,0.247863247863248
"E87772",560,98,0.148936170212766
"F81001",16896,6085,0.264783951960315
"F81003",6434,3339,0.341655581704697
"F81004",24700,7875,0.241749808135073
"F81005",16167,4370,0.212786677703657
"F81006",8085,4240,0.344016227180527
"F81007",20490,6770,0.248349229640499
"F81009",27939,14038,0.33442123067394
"F81010",27310,9792,0.263921082421433
"F81011",15433,4647,0.231424302788845
"F81012",28112,9039,0.243304352507335
"F81013",11665,4180,0.263805616913853
"F81014",41822,12338,0.227806499261448
"F81015",16816,6344,0.273920552677029
"F81016",14567,3891,0.210802903889912
"F81017",41094,18125,0.306067309478377
"F81018",36675,12344,0.25182072257696
"F81019",29228,9475,0.244813063586802
"F81020",20683,10357,0.333666237113402
"F81021",33175,11927,0.264445035696865
"F81022",41879,16820,0.286546619192831
"F81023",12000,3072,0.203821656050955
"F81024",12126,5331,0.305378931087816
"F81025",12685,5772,0.312726878691012
"F81026",26373,8882,0.251935895617643
"F81027",47741,14247,0.229834806736788
"F81028",18902,7128,0.273837879369958
"F81029",12853,5803,0.311052744425386
"F81030",46080,22290,0.326020184291356
"F81031",14062,3170,0.183960074280409
"F81032",6632,1659,0.200096490170064
"F81033",10976,2536,0.187685020722321
"F81034",19224,9441,0.329356357927787
"F81035",9723,3640,0.272393923520168
"F81036",24579,11230,0.313608310759865
"F81037",43309,13777,0.241337630942788
"F81038",17076,8367,0.32885272963094
"F81040",13007,6261,0.324942910525223
"F81041",14971,8627,0.365581828968557
"F81042",21625,3716,0.146639832682215
"F81043",44997,15355,0.254424045599152
"F81044",16601,6260,0.273828791391453
"F81045",3605,1362,0.274209784578216
"F81046",12660,5949,0.319684023859423
"F81047",32112,4826,0.130651361741296
"F81048",28006,7788,0.217578365089121
"F81049",35212,9129,0.20588168963262
"F81051",15935,5849,0.268499816378994
"F81052",71726,25082,0.259090157838195
"F81053",21445,10367,0.325883314472526
"F81055",21061,7502,0.262647481006897
"F81056",27345,12478,0.313336514074781
"F81057",16751,3215,0.16102374035861
"F81060",10756,6359,0.371545427987146
"F81061",23916,7114,0.229262004511763
"F81062",19125,5425,0.220977596741344
"F81065",11615,1922,0.14198123661077
"F81066",9498,5439,0.364129343241615
"F81067",51136,14560,0.221626887481734
"F81068",31586,12492,0.283406688143745
"F81069",18937,5671,0.230453511053316
"F81070",14634,4284,0.226450999048525
"F81071",19942,5123,0.204388589666866
"F81072",16287,5385,0.248477297895903
"F81073",6634,1803,0.213701552684604
"F81074",11729,3891,0.24910371318822
"F81075",27942,8162,0.226069133614004
"F81076",10819,6218,0.364970358631214
"F81077",18104,5262,0.22519900710434
"F81078",16962,3933,0.188226848528356
"F81079",33845,11659,0.25621923347398
"F81080",16059,7420,0.316027088036117
"F81081",31354,14717,0.319441731240911
"F81082",15461,5654,0.267771726260952
"F81083",18106,4428,0.196503062039585
"F81084",13993,4108,0.226948787359814
"F81085",22580,8466,0.2726921342524
"F81086",9571,3868,0.287819034154327
"F81087",40965,15447,0.273824718145076
"F81088",13874,2889,0.172343852532363
"F81089",15702,8937,0.362717642761476
"F81090",30258,13042,0.301200923787529
"F81091",25541,7135,0.218355979924103
"F81092",6476,2251,0.257935143806577
"F81094",37343,10860,0.225297180673402
"F81095",27581,9317,0.252506910943683
"F81096",38955,13247,0.253764223592966
"F81097",19434,8075,0.293540295903159
"F81098",23502,9893,0.296241952388082
"F81099",36648,19028,0.341763057690926
"F81100",36083,15795,0.304464320135703
"F81101",11994,5245,0.304251986774175
"F81102",11267,3974,0.260744045666295
"F81103",12285,2740,0.182362728785358
"F81104",17135,6354,0.270509600238409
"F81105",37771,16121,0.299135307652342
